{u'$date': u'2017-02-25T14:46:14.000Z'} , 835501163210555396 , 52potatoes , I can't find mine 😭😭😭 life isn't worth living
{u'$date': u'2017-02-25T14:46:27.000Z'} , 835501214364205056 , deathheartbreak , i want tosomeone kill me
{u'$date': u'2017-02-25T14:46:28.000Z'} , 835501221050003456 , rikoyohane , I wanna fucking die
{u'$date': u'2017-02-25T14:46:35.000Z'} , 835501251328528385 , victoriakater , Social suicide by Victoria Kater wow
{u'$date': u'2017-02-25T14:46:47.000Z'} , 835501298749423617 , Neeb_and_robin , this is why i am a zionist. i am only jew by birth  but we are tolerant but not suicidal like sweden.
{u'$date': u'2017-02-25T14:46:52.000Z'} , 835501322300440576 , thefakedmd , I much prefer black pills.  Suicide isn't that bad
{u'$date': u'2017-02-25T14:46:55.000Z'} , 835501332077260800 , nuris_masha , if i were to leave this world also nobody would care anyway
{u'$date': u'2017-02-25T14:46:56.000Z'} , 835501338339442688 , Okay_FLo83 , Y'all got had by a Military hating Billionaire. Fucking stooges. And you're still falling for it. Sad. End of America
{u'$date': u'2017-02-25T14:46:57.000Z'} , 835501341501841408 , Moly271 , I want to end it.
{u'$date': u'2017-02-25T14:46:58.000Z'} , 835501346337992704 , disappointedesi , Why am I such an embarrassment djjdkd I want to die
{u'$date': u'2017-02-25T14:47:00.000Z'} , 835501354709766144 , Jpstrll , Fuck this body i want to die
{u'$date': u'2017-02-25T14:47:03.000Z'} , 835501367959642112 , Travis_C_Berry , I see so white men commit suicide for mental illness and trans commit suicide for? Mental illness. Glad we agree
{u'$date': u'2017-02-25T14:47:07.000Z'} , 835501386045485062 , ReneeSegolabeng , Change someone's life. ❤
{u'$date': u'2017-02-25T14:47:10.000Z'} , 835501394681544704 , Insane_Yoshi7 , I don't want you to die
{u'$date': u'2017-02-25T14:47:09.000Z'} , 835501394367037440 , DGYmom , Suicide numbers edging up in Massachusetts
{u'$date': u'2017-02-25T14:47:19.000Z'} , 835501433734602753 , jon_deplorable , Possible suicide...
{u'$date': u'2017-02-25T14:47:23.000Z'} , 835501450969165829 , drudgetip , Possible suicide
{u'$date': u'2017-02-25T14:47:24.000Z'} , 835501455524171778 , magalafucker , and now its back to zero i wanna die
{u'$date': u'2017-02-25T14:47:27.000Z'} , 835501466970378240 , AwuahAmankwah , I'm gonna be your Leonardo Di Caprio. I wanna do a titanic for you dear😘
{u'$date': u'2017-02-25T14:47:29.000Z'} , 835501476248174593 , jhasitesh , Murder of Sonali at Vananchal Dental College Garhwa is a blatant exmpl of turning a murder case into a suicide caseJustice4Sonali
{u'$date': u'2017-02-25T14:47:31.000Z'} , 835501485769244672 , obijuankenboi , Suicidal tendencies Tuesday
{u'$date': u'2017-02-25T14:47:33.000Z'} , 835501493230977024 , MrGournalist , It's only fake if I don't like how it makes me feel
{u'$date': u'2017-02-25T14:47:40.000Z'} , 835501524512083969 , DecTaylor , If you see a team arriving at Boundary Park with a long winning or losing record  get your mortgage and all your belongings on us ending it
{u'$date': u'2017-02-25T14:47:46.000Z'} , 835501548528676865 , Expl0siveFreak , Suicidal now  Roady?
{u'$date': u'2017-02-25T14:47:49.000Z'} , 835501561761652737 , malumusician , suicide song?
{u'$date': u'2017-02-25T14:47:50.000Z'} , 835501566555717632 , SheunAdeola , lmao suicidal maybe
{u'$date': u'2017-02-25T14:47:51.000Z'} , 835501568967520257 , rickdude411s , jammin' to SUICIDAL TENDENCIES - Give Me Your Money 🎶 Lights...Camera...Revolution! NowPlaying…
{u'$date': u'2017-02-25T14:47:51.000Z'} , 835501570527793152 , BarbWiresRadio , Stone Temple Pilots - Pops Love Suicide (barbwires) playing Rock Metal
{u'$date': u'2017-02-25T14:47:57.000Z'} , 835501594527543297 , _bigdaddyjan , i just woke up and i already want to die
{u'$date': u'2017-02-25T14:47:58.000Z'} , 835501596687552514 , HandyManny07 , End of My Teen Life by
{u'$date': u'2017-02-25T14:47:58.000Z'} , 835501599124570112 , ogestyle , Very Sad. Working fit your country is now a suicide pact
{u'$date': u'2017-02-25T14:47:59.000Z'} , 835501602639343616 , MolliPop_DntStp , aleon suicide girls nude cartoon character manga
{u'$date': u'2017-02-25T14:48:01.000Z'} , 835501610528878598 , machinebyexo , i would die for him
{u'$date': u'2017-02-25T14:48:01.000Z'} , 835501611770314753 , StPetersburgNws , Three dead in apparent murder-suicide... SaintPetersburg
{u'$date': u'2017-02-25T14:48:01.000Z'} , 835501612189765632 , xanria_018 , I am ready to sleep forever and ever  if you just want to be with me in my dreams.ALDUBDreamComeTrue
{u'$date': u'2017-02-25T14:48:07.000Z'} , 835501635388469249 , ASK1799 , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T14:48:08.000Z'} , 835501638823645185 , dawnyold , getting closer but so don't want it to end 😭😭
{u'$date': u'2017-02-25T14:48:09.000Z'} , 835501645958000640 , dawnojade , Ever tried sitting and all of a sudden a suicidal thought hits you? 😕
{u'$date': u'2017-02-25T14:48:12.000Z'} , 835501658436222977 , kanyeatttitude , And now I wanna die
{u'$date': u'2017-02-25T14:48:23.000Z'} , 835501702807760896 , Jcocopebblez , Might fuck around and just end my life today
{u'$date': u'2017-02-25T14:48:26.000Z'} , 835501715461910528 , whereskeyser , Am I in a war zone or ??? Why is this happening I wanna die
{u'$date': u'2017-02-25T14:48:26.000Z'} , 835501716808286208 , oluwa_victor , Smh what yeye boredom
{u'$date': u'2017-02-25T14:48:34.000Z'} , 835501747317559296 , Fashion__News__ , fashion Magician Daryl Easton  61  Found Dead After Killing Himself in Hollywood’s Famed Magic Castle  retweet
{u'$date': u'2017-02-25T14:48:34.000Z'} , 835501749645402113 , stylishgirls7 , Magician Daryl Easton  61  Found Dead After Killing Himself in Hollywood’s Famed Magic Castle…
{u'$date': u'2017-02-25T14:48:34.000Z'} , 835501750438154245 , Top_All_News , Magician Daryl Easton  61  Found Dead After Killing Himself in Hollywood’s Famed Magic Castle…
{u'$date': u'2017-02-25T14:48:43.000Z'} , 835501787511668736 , aimbotman , I wanna die
{u'$date': u'2017-02-25T14:48:52.000Z'} , 835501823314157568 , Vilemoon , i wanna fucking die fam
{u'$date': u'2017-02-25T14:48:52.000Z'} , 835501824320884736 , Promiises_ , I want to die
{u'$date': u'2017-02-25T14:48:54.000Z'} , 835501833598681090 , JamesEkong1 , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T14:49:01.000Z'} , 835501861230669825 , DRUDGE_REPORT , Possible suicide...
{u'$date': u'2017-02-25T14:49:02.000Z'} , 835501865357852673 , J_Fonte28 , Really? This guy is just to brazenly doing all partial investigations. Gone next election. Remember don't ever forg…
{u'$date': u'2017-02-25T14:49:13.000Z'} , 835501913009422341 , willcusack , not surprising. I wanted to hang myself after watching it too.
{u'$date': u'2017-02-25T14:49:26.000Z'} , 835501965681504256 , rickdude411s , jammin' to SUICIDAL TENDENCIES - Send Me Your Money 🎶 Lights...Camera...Revolution! NowPlaying…
{u'$date': u'2017-02-25T14:49:32.000Z'} , 835501990830616576 , NickDuliz , Same-sex marriage laws linked to powerful drop in teen suicide rate  by HuffingtonPost via…
{u'$date': u'2017-02-25T14:49:36.000Z'} , 835502010875039744 , mikelvarde , And die alone. 😔
{u'$date': u'2017-02-25T14:49:38.000Z'} , 835502016248041472 , tmusicweek , Short Moscato - Suicide Hotline Bling | Hip Hop Songs
{u'$date': u'2017-02-25T14:49:45.000Z'} , 835502046342180864 , pjmsglow , i want to die
{u'$date': u'2017-02-25T14:49:47.000Z'} , 835502056223932416 , Br00ks3ySmil3 , Trumprussia TIME UP! ImpeachDonaldTrump
{u'$date': u'2017-02-25T14:49:49.000Z'} , 835502065384321025 , hepoznat , suicide prime: self-destruct sequence initiated
{u'$date': u'2017-02-25T14:49:55.000Z'} , 835502088625000449 , rhysclxrke_ , this makes me want to die x
{u'$date': u'2017-02-25T14:49:55.000Z'} , 835502089786781696 , rafaelwilson28 , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T14:49:55.000Z'} , 835502090134908928 , TheMSmathers , Suicide will be a kindnessRoastYourselfIn5Words
{u'$date': u'2017-02-25T14:49:56.000Z'} , 835502091657322496 , Pastelsphere , Whiny  jealous  fuck up  depressive  suicidal  trash  hopeless  replacement  worthless basically sums me up.
{u'$date': u'2017-02-25T14:49:57.000Z'} , 835502098196361217 , 1994ijb , highkey  want to die loool
{u'$date': u'2017-02-25T14:50:00.000Z'} , 835502109969653760 , biker_ebooks , I hate suicide missions.
{u'$date': u'2017-02-25T14:50:01.000Z'} , 835502114713395200 , SuicideChamp , All staff need training in recognizing and responding to people thinking about suicide
{u'$date': u'2017-02-25T14:50:06.000Z'} , 835502133025853441 , lustkun , rolled ankle i wanna die oh my god
{u'$date': u'2017-02-25T14:50:05.000Z'} , 835502132363202561 , thelesbianjedi , My cramps are so bad rn I wanna die.
{u'$date': u'2017-02-25T14:50:14.000Z'} , 835502168438358017 , JaybotX , ARCODEAUS - mass suicide note just paranoid
{u'$date': u'2017-02-25T14:50:16.000Z'} , 835502177036574721 , cpavia_ , you think you want to die but in reality you just want to be saved
{u'$date': u'2017-02-25T14:50:20.000Z'} , 835502193679740928 , _Mivag , stubbed my toe now i want to die
{u'$date': u'2017-02-25T14:50:21.000Z'} , 835502197546721280 , zacatonzjm , welp.
{u'$date': u'2017-02-25T14:50:24.000Z'} , 835502210540711936 , moondeu , I feel like I wanna die
{u'$date': u'2017-02-25T14:50:27.000Z'} , 835502223568285696 , 80sweeb , THE CENSORED CERSION OF TRAINING WHEEL I WANNA DIE
{u'$date': u'2017-02-25T14:50:30.000Z'} , 835502234624487424 , hepoznat , pessimus prime: suicide sequence initiated
{u'$date': u'2017-02-25T14:50:31.000Z'} , 835502238961438720 , Vitor_VEC , NowPlaying Makes Me Wanna Die de Tricky ♫
{u'$date': u'2017-02-25T14:50:34.000Z'} , 835502252987031552 , 1997kg_ , whatt yes
{u'$date': u'2017-02-25T14:50:40.000Z'} , 835502278295633920 , Jord3058 , now sales have shot up again cause of Trump suicide
{u'$date': u'2017-02-25T14:50:40.000Z'} , 835502278912147457 , REELNewsNet , Possible suicide...
{u'$date': u'2017-02-25T14:50:45.000Z'} , 835502297245433856 , hiddentrouble , You make me not wanna die.
{u'$date': u'2017-02-25T14:50:51.000Z'} , 835502324810395648 , kicwug4 , depression gay suicide
{u'$date': u'2017-02-25T14:50:53.000Z'} , 835502331902980097 , TrendStyleDaily , Magician Daryl Easton  61  Found Dead After Killing Himself in Hollywood’s Famed Magic CastleMagician Daryl East…
{u'$date': u'2017-02-25T14:50:53.000Z'} , 835502332662038528 , OuterSolitude , i feel like shit and i wanna fucking die!!
{u'$date': u'2017-02-25T14:50:56.000Z'} , 835502346717233152 , invertedfantasy , I'm so mentally unstable I want to die  *laughs with friends on YouNow*
{u'$date': u'2017-02-25T14:51:06.000Z'} , 835502385174835200 , Drudge_Siren , Possible suicide...
{u'$date': u'2017-02-25T14:51:09.000Z'} , 835502398722330634 , TokyoGrown , NEW -  Suicide Doors  (Prod. by Bami) on Sound Cloud  サンフランシスコ サンノゼ サンタクルーズ ロサンゼルス 渋谷 原宿 表参道 東京
{u'$date': u'2017-02-25T14:51:13.000Z'} , 835502414576898048 , andrewkennedy27 , that's gonna go well for Mexico isn't it hahaha Suicide
{u'$date': u'2017-02-25T14:51:14.000Z'} , 835502421438840832 , 90sicon , hi everyone stop talking about kyuhyun enlisting im gonna end my life
{u'$date': u'2017-02-25T14:51:16.000Z'} , 835502427545743361 , ADESINAADEREMI1 , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T14:51:17.000Z'} , 835502432398503938 , heatherjones333 , Magician in underwear found hanging in closet of Hollywood's Magic Castle...Possible suicide...
{u'$date': u'2017-02-25T14:51:22.000Z'} , 835502455232290817 , Erebus_Mallory , I better not start about Suicide Silence's new album because shitty is a poor description of it
{u'$date': u'2017-02-25T14:51:25.000Z'} , 835502465957011456 , RonsNewsFeed , Possible suicide...
{u'$date': u'2017-02-25T14:51:25.000Z'} , 835502467462770688 , AFatRepublican , Possible suicide...
{u'$date': u'2017-02-25T14:51:27.000Z'} , 835502474643521536 , Politics4All , Possible suicide...  politics
{u'$date': u'2017-02-25T14:51:27.000Z'} , 835502474236612608 , buhbah_1 , drudgereport Possible suicide...
{u'$date': u'2017-02-25T14:51:29.000Z'} , 835502481270517760 , Dani_anne1974 , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T14:51:29.000Z'} , 835502483443101697 , Jeneymaria , Magician Daryl Easton  61  Found Dead After Killing Himself in Hollywood’s Famed Magic Castle…
{u'$date': u'2017-02-25T14:51:30.000Z'} , 835502487297732608 , PatriotsHarbor , AND THE KILLING CONTINUES. Since 9/11..2 000 000 killed. Suicide attacks kill dozens in Syrian city of Homs.
{u'$date': u'2017-02-25T14:51:31.000Z'} , 835502489373970432 , PatriotsHarbor , AND THE KILLING CONTINUES. Since 9/11..2 000 000 killed. Suicide attacks kill dozens in Syrian city of Homs.
{u'$date': u'2017-02-25T14:51:36.000Z'} , 835502514388742147 , ScottMacInnis , 🇺🇸 🇺🇸 🇺🇸800-273-8255Veterans Suicide Hotline
{u'$date': u'2017-02-25T14:51:41.000Z'} , 835502535062474752 , scarIetguards , NO LIKE     READY TO DIE  WITH A MLP SPEEDPAINT
{u'$date': u'2017-02-25T14:51:46.000Z'} , 835502554087886848 , SaikoTochisha , { }Stops.Serious expression. Kiibo - Chan   it's not good to be suicidal . . .
{u'$date': u'2017-02-25T14:51:48.000Z'} , 835502561956245505 , Mauimeister , i bet suicide rate increased as well
{u'$date': u'2017-02-25T14:51:48.000Z'} , 835502562774253569 , tbsTheBibleSays , nude suicide girls bad girl club amber tit
{u'$date': u'2017-02-25T14:52:00.000Z'} , 835502614817222657 , MdFulani , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T14:52:04.000Z'} , 835502629924921345 , xionism_ , i only have two episodes of saiki kusuo left no i don't want it to end
{u'$date': u'2017-02-25T14:52:07.000Z'} , 835502641077751808 , Davewellwisher , Possible suicide...
{u'$date': u'2017-02-25T14:52:07.000Z'} , 835502642377932800 , SavageNation , Possible suicide...
{u'$date': u'2017-02-25T14:52:07.000Z'} , 835502642696753153 , mullingarstoran , i deserve to die for this don't tell any stylist please
{u'$date': u'2017-02-25T14:52:12.000Z'} , 835502662238023682 , _eanajj , In my sleep girl .
{u'$date': u'2017-02-25T14:52:15.000Z'} , 835502674518892544 , dat_johjoh , It might always end in tears  but this one  it's gonna be smiles..All smiles
{u'$date': u'2017-02-25T14:52:15.000Z'} , 835502675546501121 , benjasdfsad , gem cantando unanswered de suicide silence
{u'$date': u'2017-02-25T14:52:16.000Z'} , 835502679635812353 , jairuzfernandez , u make me wanna die
{u'$date': u'2017-02-25T14:52:21.000Z'} , 835502701307965442 , NoThiefs , 🔴 Possible suicide...
{u'$date': u'2017-02-25T14:52:22.000Z'} , 835502705162473472 , NoThiefs , 🔴 Possible suicide...
{u'$date': u'2017-02-25T14:52:22.000Z'} , 835502707393744897 , lisapease , Dear Democrats: Do not commit suicide with Tom Perez. LET THE PEOPLE IN with Keith Ellison.
{u'$date': u'2017-02-25T14:52:23.000Z'} , 835502710312992770 , aalliethomas , i don't wanna go to work i wanna go home and crawl in bed and die ok that's how i feel today
{u'$date': u'2017-02-25T14:52:23.000Z'} , 835502710795337731 , kaisborderz , This is my goal in life
{u'$date': u'2017-02-25T14:52:26.000Z'} , 835502721654476800 , MRheingrover , Peaceful
{u'$date': u'2017-02-25T14:52:35.000Z'} , 835502759013031936 , THECHANELCOOPER , I just want to die already
{u'$date': u'2017-02-25T14:52:37.000Z'} , 835502766856503296 , barro_arouna , Same-sex marriage laws linked to powerful drop in teen suicide rate  by HuffingtonPost via…
{u'$date': u'2017-02-25T14:53:05.000Z'} , 835502887442632706 , sereivatana , I'm hurt that no one know about my feelings especially my family. Sorry for myself that can't even get a happiness…
{u'$date': u'2017-02-25T14:53:09.000Z'} , 835502903121047555 , emmafran96 , My ear is killing me and I kinda wanna die
{u'$date': u'2017-02-25T14:53:10.000Z'} , 835502906132463616 , ghanaleaksblog , KNUST student commits suicide  Ghana Leaks News
{u'$date': u'2017-02-25T14:53:16.000Z'} , 835502930547494912 , SportsNewsTN , Possible suicide...
{u'$date': u'2017-02-25T14:53:17.000Z'} , 835502935031177216 , ArianaT45 , Possible suicide...
{u'$date': u'2017-02-25T14:53:17.000Z'} , 835502935291260928 , TEEITHIGH , Possible suicide...
{u'$date': u'2017-02-25T14:53:18.000Z'} , 835502938923524096 , GeorgeMentz , Possible suicide...
{u'$date': u'2017-02-25T14:53:18.000Z'} , 835502939330392064 , WorldEventsNews , Possible suicide...
{u'$date': u'2017-02-25T14:53:20.000Z'} , 835502949090484224 , frownysaki , suicide is such a scary thing
{u'$date': u'2017-02-25T14:53:21.000Z'} , 835502952668225536 , nobwicancy , i want him to pull my hair and choke me 'til i die
{u'$date': u'2017-02-25T14:53:23.000Z'} , 835502961878917120 , PostRocksdotme , Next track: God is an Astronaut - Suicide By Star NowPlaying postrock
{u'$date': u'2017-02-25T14:53:24.000Z'} , 835502963942703104 , mennaelbasiony , Hurt myself again today
{u'$date': u'2017-02-25T14:53:24.000Z'} , 835502966006300672 , _siggerss , Drunken flash backs make me want to die of cringe x
{u'$date': u'2017-02-25T14:53:29.000Z'} , 835502984670883841 , _lesha , Man why this car in front of me just die inside lube stop 😭😭😭😭😭man I just wanna get my oil change and go
{u'$date': u'2017-02-25T14:53:29.000Z'} , 835502986709303296 , RoflEngineer_ , Murder of Sonali at Vananchal Dental College Garhwa is a blatant example of turning a murder case into a suicide ca…
{u'$date': u'2017-02-25T14:53:30.000Z'} , 835502991385886720 , chicuntpox , am i ready for tomorrow? nope. am i ready to die on exo's arms? yes.
{u'$date': u'2017-02-25T14:53:31.000Z'} , 835502995550806016 , sha_ny_pasinos , I want to die
{u'$date': u'2017-02-25T14:53:33.000Z'} , 835503003054505984 , artngeI , I.didn'
{u'$date': u'2017-02-25T14:53:38.000Z'} , 835503024248406018 , mr_chernosmaga , it's kinda like suicide
{u'$date': u'2017-02-25T14:53:42.000Z'} , 835503040958513156 , Ascension_Guide , Possible suicide...:
{u'$date': u'2017-02-25T14:53:49.000Z'} , 835503069278281729 , mxchaelsbae_ , do u wanna leak a song for us? i cant wait for new music. i'm serious - i think i'll die.
{u'$date': u'2017-02-25T14:53:52.000Z'} , 835503082888912897 , Wattsy_14 , Leicester were right to sack Ranieri. Relegation from prem is financial suicide so why do so over some romantic nonsense? bbcsport
{u'$date': u'2017-02-25T14:53:54.000Z'} , 835503090434469888 , edddie , If you go to a house party in Chicago aren't you asking for it? Suicide?
{u'$date': u'2017-02-25T14:53:56.000Z'} , 835503100970614786 , diduwidu , Excited to hang out with today! ❤️ now i just have to convince myself to get ready 😴
{u'$date': u'2017-02-25T14:53:57.000Z'} , 835503102941872128 , joannetwork1952 , Man gets face transplant after suicide attempt..DRS R AMAZING....
{u'$date': u'2017-02-25T14:53:57.000Z'} , 835503104485376000 , namjooniperr , My cramps are so bad I want to die
{u'$date': u'2017-02-25T14:54:04.000Z'} , 835503131593080833 , TokyoGrown , NEW -  Suicide Doors  (Prod. by Bami) on Sound Cloud  サンフランシスコ サンノゼ サンタクルーズ…
{u'$date': u'2017-02-25T14:54:04.000Z'} , 835503133379837952 , jeonwwoos , i lvvoee exo i wanna die this is my life im so sad im so upset
{u'$date': u'2017-02-25T14:54:05.000Z'} , 835503136949301249 , Taaj_NoMahal , Ya be asking to die during sex lol
{u'$date': u'2017-02-25T14:54:05.000Z'} , 835503139386232834 , scarIetguards , YOU BETTER GET READY TO DIE (GET READY TO DIE) YOU BETTER GET READY TO KILL (GET READY TO KILL)
{u'$date': u'2017-02-25T14:54:11.000Z'} , 835503162953981953 , deemmmmmmi , not sure
{u'$date': u'2017-02-25T14:54:13.000Z'} , 835503169027379202 , PRINCEJlMIN , my neck still hurts i wanna die
{u'$date': u'2017-02-25T14:54:13.000Z'} , 835503169945894912 , buildastarpromo , Possible suicide...
{u'$date': u'2017-02-25T14:54:14.000Z'} , 835503175767638016 , bonniebarton86 , Possible suicide...
{u'$date': u'2017-02-25T14:54:19.000Z'} , 835503196059598848 , roseynamjoon , I JUST STOOD IN A BOWL OF SOUP I WANNA DIE
{u'$date': u'2017-02-25T14:54:21.000Z'} , 835503203806498817 , buildastarpromo , Possible suicide...
{u'$date': u'2017-02-25T14:54:25.000Z'} , 835503220357279750 , LucasCyyte , OMG!! Ian Payne's going going talk about guess who?? JEREMY CORBYN.. FOR GOD'S SAKES!!!! ARRRGH!!That's it.. I'm off to commit suicide
{u'$date': u'2017-02-25T14:54:27.000Z'} , 835503231044304897 , MEAN_MARINE , Possible suicide...
{u'$date': u'2017-02-25T14:54:30.000Z'} , 835503241324556290 , tean_beann , What is going on in Syria does not get enough attention. This is sickening.
{u'$date': u'2017-02-25T14:54:30.000Z'} , 835503243648196612 , AmericaVotes16 , Possible suicide…  2016
{u'$date': u'2017-02-25T14:54:49.000Z'} , 835503320966041600 , brolaurie , business retail Every shred of available evidence shows policies protecting LGBT people save children's lives
{u'$date': u'2017-02-25T14:54:52.000Z'} , 835503334719049728 , Inspirit2702 , So it was really busy today and I kind of wanted to die
{u'$date': u'2017-02-25T14:54:53.000Z'} , 835503337185357824 , L99minaty , I want to die for making this joke
{u'$date': u'2017-02-25T14:54:56.000Z'} , 835503352985206784 , fadzrin_ , sumpah hari nih rasa macam takde tujuan langsung hidup. how i wish that i'm dead..tired of living like this every single day...
{u'$date': u'2017-02-25T14:54:56.000Z'} , 835503353224278018 , xxuelie , my brain hurt i hate myself why did i start reading hunlay i never know
{u'$date': u'2017-02-25T14:55:15.000Z'} , 835503431112667136 , LuisaFer120515 , Same-sex marriage laws linked to powerful drop in teen suicide rate  by HuffingtonPost via…
{u'$date': u'2017-02-25T14:55:16.000Z'} , 835503433968934912 , Stavozil , Can relate
{u'$date': u'2017-02-25T14:55:16.000Z'} , 835503436787494913 , TruthbeQuiet , Idk how much more of this I can take. I just want to disappear
{u'$date': u'2017-02-25T14:55:17.000Z'} , 835503440231075843 , SimplyLucyLu , I drank way too much . Smh if I don't get this weight off imma be on suicide watch 😭🙄
{u'$date': u'2017-02-25T14:55:18.000Z'} , 835503444010151937 , Brandon____W , programmed to wake up at 715 and can never fall back asleep 👍
{u'$date': u'2017-02-25T14:55:20.000Z'} , 835503450188312576 , dxnpire , i always forget to take my birth control so i'll take like 2 at a time to catch up and after that i'm actually a me…
{u'$date': u'2017-02-25T14:55:21.000Z'} , 835503456701931520 , yuzenanggg , Hope you can stop being so fake my Friend. Unless u want to end friendship I'm fine with it
{u'$date': u'2017-02-25T14:55:28.000Z'} , 835503484648579072 , hoeymien , I want to fucking leave this world
