, 828461290062442496 , Bellareno_21 , I don't even like running  im basically signing up to kill myself 😂 , 1
, 828444016215748609 , Lyricalbots , I don't get salty over games. but I legit want to hurt myself or something right now because of this sack of shit , 1
, 841482058216046593 , camerondelrae , i don't wanna die alone right now but i admit i do sometimes , 2
, 842331091499335680 , DeceasedFlower ,  I don't want to die  but I don't want to live. I just want to disappear. , 1
, 841102514095300609 , danielmunoz , I don't want to live in this planet anymore. , 2
, 828444001355300864 , QualyeFinn , I don't want to live in this reality , 2
, 828715092183224320 , Andy_H_EFC , I don't want to live in this reality , 2
, 842375770085416960 , biancagrinovero , i don't want to wake up on my own anymore , 1
, 828712833663635458 , jasminisabeI , I forgot my laptop charger at home and i want to die , 1
, 828511421973483520 , Hoooooese_ , I hate when people tweet shit thats common sense or gay relationship shit just for retweets makes me wanna fucken kill myself , 1
, 828492388792410113 , lytheaaa , i have crippling depression and want to die , 2
, 828136637347475456 , fallinluvdotcom , i have never wanted to die more i hate being a love suffering will never end , 2
, 828641816752816129 , Nyckole_Khaos , I have so much to do.. I feel like I'm drowning in homework. But oddly I don't feel stressed. , 0
, 828719260205715456 , goblinbabe_ , I have to write a 3-4 page paper tonight  I just want to nap and maybe also die in my sleep so I don't have to do the paper or anything else , 1
, 828612139334131716 , zyxuIts , i just got home from school i'm going to bed i hope i die in my sleep , 2
, 828859875073605632 , puzzlejpg , i just want my 2017 to not become another year of me feeling suicidal 24 hours a day , 3
, 842362116069830656 , KxmiBot , I just want to die , 2
, 828680182399537152 , FXCKCHANCH , I just want to die from a homicide fuck life , 2
, 828421434762461189 , chinji , I like discussing suicide. I think it'd definitely be better to kill myself with someone to do it with me , 3
, 829048653427847168 , pastmyheart , i literally want to die over the smallest things JFGFKJ its so sad this is why i should never look forward to things , 2
, 828647515876683776 , tararvr , I literally would rather hang myself than go back to school but I can't tell if that's because I genuinely don't need it or bc I'm lazy , 1
, 828559963060592640 , elyce143 , I lost my headphones this weekend and im gonna shoot myself now , 1
, 842173707699257348 , 3rdWaveJesus , I really want to kill myself , 3
, 828642199118151680 , chrisispaper , I s2g if I dream about chalkzone one more time I'm going to kill myself , 1
, 828420815561461760 , dg_quarterback , I swear if Prime kills Bee I'm gonna literally kill myself @transformers , 1
, 828072803408736256 , Oneironott , I think i don't want to live any longer , 2
, 827611912389148672 , BigHairyMarty , I think I should book a trip to America... so that I can get a gun and shoot myself. , 2
, 828232462656483328 , ZammyIckler ,  I wake up everyday wanting to end it all I fall asleep knowing it won't end just yet. , 2
, 828715278112583681 , ILikeSarahNaomi , I wanna die fuck you all , 2
, 841797640895488001 , allthelouie , i wanna die my stomach hurts so bad	, 2
, 842362336715268097 , robouno_potato , i wanna kill myself	, 3
, 828465385800421376 , ghostkeepr , i wanna kill myself and thats not sarcasm , 3
, 828694115026092039 , truman_wajki ,  I wanna say that I have only 88 days to my matura exam  so I'm going to kill myself  bye , 3
, 842359586053058564 , srahelizbeth , i want to die lol , 1
, 840968353011318784 , ZonkyDoodle , i want to die someone kill me , 2
, 828677533495414784 , bloodharvst , I want to kill myself be nice , 3
, 828459217774313472 , xAlpz , i want to kill myself so badly right now. , 3
, 828646019411742720 , johnfharrnedy , I was on campus and I'm surprised at how many people have 8ams personally I would kill myself , 1
, 828711757208248320 , frecklesrh , i will hang myself if i end up liking someone and i think it's starting to happen , 3
, 828453475080081408 , drew_truong , i'd like to kill myself  but i'm afraid of commitment so i just take a lot of naps , 2
, 828435910102548481 , skywalkerisgay , if i dont feel the urge to kill myself at least 12 times a day  did the day really happen? stay woke  hoes! , 3
, 828683044978581505 , midIights , IF I DONT GET TO SEE GAGA LIVE I WILL ACTUALLY KILL MYSELF I SWEAR , 1
, 828668397810569217 , deejlueej , if i had pewdiepies fanbase i would hang myself. , 1
, 828325517585690625 , benshaw__ , If I see another advert for distance bracelets on twitter I think I'm gonna hang myself , 1
, 828383608175943681 , deIenalives , if the Falcons win the superbowl i'll hang myself on livestream , 1
, 827983198416142336 , alannayeuns , i'll actually hang myself if climon happens , 1
, 842285628280696832 , lestwr , im actually gonna shoot myself , 3
, 828514191338258432 , cockydahomomc , I'm at the point where killing myself won't even make the slightest difference. I may as well not even attempt it. I have no self to kill. , 3
, 828651569654607872 , jaespumpkin , im going to fucking kill myself BYE FELLAS , 3
, 842476948609732608 , frida394 , i'm going to kill myself , 3
, 828439680307716096 , jxrleigh , I'm going to kill myself omfg , 3
, 842512210559713282 , ArGedeon , I'm gonna kill myself , 3
, 828446351432130560 , nightglos , I'm gonna kill myself when the World Cup comes bc my family screams at the top of their lungs , 1
, 828169112920715265 , Phoenix7198 , IM IN SO MUCH BLOODY PAIN RIGHT NOW HOLY CRAP IM SICK AND IN PAIN I WANT IT TO BE OVER IT HURTS SO MUCH , 2
, 828472298856337408 , uhmitstricia , I'm just ready to die lmfao  😂😂  , 1
, 828682876136910849 , NOTHINGSXWRONG , I'm literally addicted to espresso i wanna DIE , 1
, 828467711885840385 , skyjimn , i'm not upset i just want it to be over with.. please , 0
, 828376366378725376 , _ImElectraHeart , I'm ready to die while watching @ladygaga 's Super Bowl Halftime Show. #SuperBowl #LadyGaga , 1
, 833352693078978560 , noyahxlic , Im sad and I want to die , 2
, 828425321355546626 , queen_nicky01 , ima fuckn kill myself i though jungkook' graduation was today n I was so pumped @BTS_twt , 1
, 828437750663802880 , KingCurryGoat , I'ma kill myself. I was talking so much shit lol. , 1
, 799972077579206656 , Wasted94 , its fucked up how I've been feeling suicidal. , 3
, 828699063931564032 , PhilthyPhrank_ , Its Monday and I want to fucking kill myself , 3
, 828711288738107392 , Tormny_Pickeals , its unfollow friday. pls unfollow me. stop putting my dumbass opinions under scrutiny. i just want to die alone in a cabin now , 2
, 828592835968516097 , jeffrdmorgn , i've been in a plane ONCE for an hour and i wanted to die it's scares me so much , 1
, 828718284832985092 , Tightgxp , I'VE GAINED SO MUCH WEIGHT I JUST WANT TO DIE , 2
, 828272971642986499 , Mustabator , Kim Bok joo finished and now I don't want to live anymore. X_X , 1
, 827714801149177856 , maaanduh , Kinda want to shoot myself because I'm near the cheerleaders , 1
, 829359687221014529 , beginvinyI , last night I deactivated because i was feeling suicidal and didn't want to talk to anyone or even deal with it. sorry about worrying y'all , 3
, 828707197999804417 , jeffyjeffreyy , Literally starving and I never get a break at work I want to die , 1
, 828421716724547586 , oliviakirk , Lmao at the fact that I legitimately tried to kill myself last night 😂😂😔 , 2
, 827679134989971456 , dgasdlm , Lmao I don't want to wake up ever again , 2
, 828691444391092226 , valeriemichel44 , lol I'll probably want to die for the rest of the week so if I appear sad I am , 2
, 828410328241274881 , cypherrkth , maybe i just want to kill myself , 3
, 828675715457486849 , eytathiii , Me ethics professor dead ass said read chapters 2-9 & then do 3 writing assignments  :-) I'm gunna kill myself , 1
, 828792898929975296 , ariasagirl , Me when I wake up after taking 10 sleeping pills trying to kill myself , 3
, 828699228176314369 , katyfaise ,  me: *casually forgets to take meds for a week and a half* me: wow i wonder why i want to fucking kill myself and claw my skin off , 3
, 828601482190712833 , alstr_ , Me: I love my life so much Friend: didn't you say you wanted to die a few days ago? , 1
, 828639901524574209 , Rey_Appleseed , My Algebra professor makes me wanna hang myself. , 1
, 828655609524473860 , hollabackchild , my logic board and battery are fucked do you ever want to die , 1
, 828638251946766336 , tippytous , my teacher didn't fucking sign me into anatomy i'll kill myself right now , 1
, 828676829909225472 , Doke_Connor , my tiny polish math teacher:  somebody has to figure it out or else i'm going to kill myself... just kidding i'm already on the other side  , 1
, 826855931493416960 , wakeupfine ,  News has me feeling suicidal. Not actually at risk but the ideation isn't awesome. Not sure what to do about this.  , 3
, 828408607658147841 , nug_Whisperer , nice just give me a reason to kill myself , 3
, 828686657259970561 , whatevrdoe , not to be dramatic or anything but I really want to die right now. , 2
, 828409248560332800 , JoebToups , Ok so if the Falcons win and i have to kill myself how should i do it? , 1
, 828558609034276865 , ANGEIHUB , Okay enough of this mental self harm it's time for me to subconsciously kill myself in a different dimension of delusion , 1
, 828444349079965697 , _MosesV2 , Omggggggggggggggggg I'm gonna kill myself , 3
, 828444157639266307 , CIickbate , Patriots win I'm killing myself , 1
, 828451506449846272 , GORB0T , Quick pick a candy or im gonna kill myself i havent been paying attention , 1
, 842514113590902784 , MaestriAgustin , ready to die , 2
, 828359123687321601 , tylerioseph , ready to live ready to die ready to fall rEADY TO FLY , 0
, 828688881465905152 , Mostafa_Rabi , Really i wanna die now💔 , 2
, 828489536502132736 , sleep_close , Relaxed in an I'm ready to die. , 2
, 829202259082895360 , eveofday , rt if you have no friends and want to die , 2
, 828103420024385536 , apocryphon__ , she was supposed to get me high  why the fuck i wanna die now? , 2
, 828395891803332608 , Preapocalypse , Sketching out a rabbit burrow while listening to the Witch OST with headphones on is not the way I wanted to die but then a thing fell and , 1
, 828432979672387584 , clayjnsens , somebody on tumblr compared dylan minnette to hunter hollingsworth i want to fucking kill myself , 1
, 828097727397498881 , CleanCalf , Thank god I've been working so much I can now afford a fancy new gun to shoot myself with. , 3
, 828601212681469953 , TamagoCosplay , That little voice in my head that keep telling me to just end it all because then I would not annoy people anymore. , 3
, 828150470984163329 , knockoutsfiance , the air is too warm my trackball is greasy the bass is inaccessible and i'm ready to die HYYYUUUUUUUUUUUUU , 1
, 828615018639876096 , haileyyyy_0 , the day has just started and I already want it to be over , 0
, 828672921849692161 , kickmekayla , this school seriously makes me want to kill myself , 2
, 828719145608830976 , eulekatze , Tired of living a life where I feel like I have no great recognizable and/or appreciable traits. I hope it improves by the end of this year. , 0
, 828617075488862208 , sydneywilsonxox , Trying to sit through cramps on my first day I'm gonna kill myself this hurts so bad , 2
, 828425927931473920 , ayshathnaura , ugh i hate mornings! kinda wanna kill myself 😶 , 1
, 828611608108789760 , GiiKardash , Wanna be snuggled up in bed right now BUT instead I'm at school contemplating killing myself 🤷🏼♀️ , 3
, 828618672126074880 , AnMei14, wanting to shoot myself in the head has become such a regular occurrence that i feel like i should be worried , 3
, 828447424377151489 , FreeLifesMatter , We do have open doors dumbass! It just has to be entered legally you lawless pos. Leave if you don't want to live i… , 0
, 828605918057226241 , AnthoWilliamz , What day should I end my life?  And hang myself? , 3
, 828677455225507840 , adorablemendes , what if what if i told you a story is a shawn and niall collab oh my god im so ready to die , 1
, 828444447809687555 , heterotae , WHAT THE FUCL IM GONNA KILL MYSELF , 3
, 828822062894563328 , truwce , y'all mind if i fucking kill myself , 3
, 828405394116579329 , Nwks_Goonie , Yeah im finna to kill myself , 3
, 828682372040290305 , eturnalgrey , yo im really gonna pop off on this bitch she's so fucking annoying I wanna kill myself , 1
, 828545647418544129 , SobrevegaGhen , You are a friend na I  don't  want to live without. , 0
, 828664111613440000 , baesssist , You just assume that  oh im not loved enough so ill just say i wanna die a lot so i can get messages , 2
{u''$date'': u''2017-02-08T01:02:13.000Z''} , 829133198479196161 , NouraAhmed5 , It’s not a case of wanting to die. It’s not that I wish I’d never been born. I literally just want to fade away and disappear.. , 2
{u''$date'': u''2017-02-08T01:02:15.000Z''} , 829133203889856513 , Preda_Slays , I want to die , 2
{u''$date'': u''2017-02-08T01:02:35.000Z''} , 829133288300109824 , lamvmvs , ur so cute u make me wanna die , 1
{u''$date'': u''2017-02-08T01:02:35.000Z''} , 829133289457860608 , RapturedPrince , It works at like 11pm for me....before that I''m better off with suicide. , 1
{u''$date'': u''2017-02-08T01:02:37.000Z''} , 829133296579837952 , FillerEMF , Me: I don''t ACTUALLY want to dieAlso me: , 0
{u''$date'': u''2017-02-08T01:02:38.000Z''} , 829133303303188481 , _nicolealexaa , I feel so sick i wanna die , 2
{u'$date': u'2017-02-08T00:43:39.000Z'} , 829128522992058369 , Doddaad , Feeling super super super suicidal , 3
{u''$date'': u''2017-02-08T01:02:46.000Z''} , 829133334483759105 , SilentxTrees , Kinda a bubbly ray of positivity kinda wanna curl into a ball and die , 2
{u''$date'': u''2017-02-08T01:03:03.000Z''} , 829133407733022721 , bnpro1751 , Political suicide , 0 
{u''$date'': u''2017-02-08T01:03:11.000Z''} , 829133441736269826 , schnars_emma , jamestown new york makes me want to die lmao , 1
{u''$date'': u''2017-02-08T01:03:12.000Z''} , 829133444810579968 , 911_calls , Attempt Suicide (specify means) at address: X EADS BRG at time: 2017-02-07 18:56:16 911 scanner , 0
{u''$date'': u''2017-02-08T01:03:19.000Z''} , 829133473478619136 , exgirld , ahh i really want to but i''m trying to grow my hair out all this year 😅 ill probably end up cutting it tho , 0
{u''$date'': u''2017-02-08T01:03:23.000Z''} , 829133489496682496 , watchoutcrisss , i regret alot in my past only cause it hurt some people around me but i could give a fuck about myself *sparks blunt* , 0
{u''$date'': u''2017-02-08T01:03:23.000Z''} , 829133490914471936 , ZaidIkhmim , I''m scared to die but I want to die Lanadelrey , 0
{u''$date'': u''2017-02-08T01:03:32.000Z''} , 829133529460129792 , WHATISAPLANET , Why is suicide wrong? , 1
{u''$date'': u''2017-02-08T01:03:37.000Z''} , 829133547965386752 , roberthefall , End of thread. Hope y''all enjoyed it 😤 , 0
{u''$date'': u''2017-02-08T01:03:39.000Z''} , 829133558551810048 , Mostepicfailure , Reminder this piece of shit has faked suicide for attention , 0
{u''$date'': u''2017-02-08T01:03:40.000Z''} , 829133564348399616 , spinejackal , this chick at ihop has gorgeous pastel blue hair and i''m so jealous and depressed i wanna die :'') , 1
{u''$date'': u''2017-02-08T01:03:41.000Z''} , 829133565837316096 , hummelsbray , words fail. for forever. you will be found....all make me want to die so , 2
{u''$date'': u''2017-02-08T01:04:02.000Z''} , 829133654450397184 , bear2123135 , ➕Suicide Girl➕ , 0
{u''$date'': u''2017-02-08T01:04:06.000Z''} , 829133671496089600 , fuccveronica , i thought all of my accs got suspended i was so close to suicide , 1
{u''$date'': u''2017-02-08T01:04:06.000Z''} , 829133672834019329 , elisam_920 , at this point i''m ready to end my life. this is a sign , 3
{u''$date'': u''2017-02-08T01:04:07.000Z''} , 829133676294189056 , DetroitNewdaily , Rookie Detroit police officer saves suicidal man''s life - WDIV Detroit , 0
{u''$date'': u''2017-02-08T01:04:11.000Z''} , 829133694543785986 , scaredolan , i''m ready to die , 2
{u''$date'': u''2017-02-08T01:04:26.000Z''} , 829133753448534016 , naturalhorror , not to be dramatic but i actually want to shoot myself , 1
{u''$date'': u''2017-02-08T01:04:28.000Z''} , 829133763154157568 , aidoruhakase , have you been at work since 9 tho because I''m exhausted and want to die , 1
{u''$date'': u''2017-02-08T01:04:41.000Z''} , 829133817336123392 , HamletEJ , Trying to force myself to cut that down and focus on clean transitions and cutting out double-talking. not listening through 100%. , 0
{u''$date'': u''2017-02-08T01:04:41.000Z''} , 829133818447724545 , PlatypiParty , Yay for lack of respect for personal boundries causing me to feel incredible suicidal because people make me feel like I''m not my own person , 3
{u''$date'': u''2017-02-08T01:04:42.000Z''} , 829133821471768577 , kvthia , OHBMY KASH BITCH I WANNA DIE , 1
{u''$date'': u''2017-02-08T01:04:42.000Z''} , 829133821333348352 , elliehicks123 , german girl free sex picture suicide girls naked porn , 0
{u''$date'': u''2017-02-08T01:04:48.000Z''} , 829133846343868416 , CykaBlyat779 , I''m drowning in this sea of despair and depravity… , 2
{u''$date'': u''2017-02-08T01:04:53.000Z''} , 829133868833742848 , NaylaPfox , I wanna die , 2
{u''$date'': u''2017-02-08T01:04:54.000Z''} , 829133874236121088 , garrant_ryan , this makes me want to hurt myself. and I have autism. ironically , 3
{u''$date'': u''2017-02-08T01:04:58.000Z''} , 829133890107367424 , PrevalentBordom , I have too much homework:I want/need to die , 1
{u''$date'': u''2017-02-08T01:05:00.000Z''} , 829133897590046720 , modalsouls , ppl who answer phone calls during break make me wanna die.. this dude''s straight up arguing with his mom like tf go outside , 1
{u''$date'': u''2017-02-08T01:05:01.000Z''} , 829133901784240128 , MeganDoyle966 , All I did was turn in an absence note n I wanna die , 1
{u''$date'': u''2017-02-08T01:05:08.000Z''} , 829133931081510912 , crossbiebers , please twitter was down for 5 minutes and I contemplated suicide , 1
{u''$date'': u''2017-02-08T01:05:12.000Z''} , 829133948697448448 , pagkahari , sounds like get ready to die , 0
{u''$date'': u''2017-02-08T01:05:15.000Z''} , 829133962052247553 , 13AmazingFacts , President Bannon you deserve to die alone! , 0
{u''$date'': u''2017-02-08T01:05:21.000Z''} , 829133985322250240 , slaughtermemoe , i''m like dropping hints that i want to die. i want to die. , 2
{u''$date'': u''2017-02-08T01:05:36.000Z''} , 829134049767747584 , CaitieRage , I liked a video  Flogging Molly - If I Ever Leave This World Alive (lyrics) , 0
{u''$date'': u''2017-02-08T01:05:38.000Z''} , 829134057422389252 , tiffani_marieee , So I just pulled a muscle and really hurt myself. I don’t know how I’m still alive sometimes. , 0
{u''$date'': u''2017-02-08T01:05:41.000Z''} , 829134068881068032 , amarjit3403541 , Really shocked for precious lives lost in a barbaric terrorist act. , 0
{u''$date'': u''2017-02-08T01:05:45.000Z''} , 829134088284012544 , compro_tax , 20 dead in suicide blast outside Afghan Supreme Court in Kabul -  via , 0
{u''$date'': u''2017-02-08T01:05:50.000Z''} , 829134109033238561 , siIkysoo , i rlly wanted twitter to fucking die. i''m disappointed , 0
{u''$date'': u''2017-02-08T01:05:57.000Z''} , 829134135331545088 , god_zillah , this just in. I want to die , 2
{u''$date'': u''2017-02-08T01:05:58.000Z''} , 829134139664252928 , pastelifu , my dog is having issues with his neck again i dont want him to die i was scared enough last time , 0
{u''$date'': u''2017-02-08T01:06:00.000Z''} , 829134148166090752 , notevenanibble , I have never wanted to die more , 2
{u''$date'': u''2017-02-08T01:06:00.000Z''} , 829134150812712961 , sukandlodic , suicide girls bj free sex offender lookup , 0
{u''$date'': u''2017-02-08T01:06:04.000Z''} , 829134167367618560 , geekparagon , I dont want to go to bed. To sleep will mean horrific nightmares. and to wake will continue my living in one. I just want it all to end. , 2
{u''$date'': u''2017-02-08T01:06:09.000Z''} , 829134186271404033 , bugbitefetish , please im literally so angry + stressed + depressed i want to Die , 2
{u''$date'': u''2017-02-08T01:06:09.000Z''} , 829134186971803652 , timkrieg_tim , 20 dead in suicide blast outside Afghan Supreme Court in Kabul , 0
{u''$date'': u''2017-02-08T01:06:15.000Z''} , 829134213190471681 , Suicidal_dogs , Tried commiting suicide today. Never doing that shit again almost killed myself , 1
{u''$date'': u''2017-02-08T01:06:25.000Z''} , 829134255095689216 , mikaelaslegs , I just want to die , 2
{u''$date'': u''2017-02-08T01:06:26.000Z''} , 829134256907616258 , 0w0_ebooks , Suicide is even a divorce if you''re , 0
{u''$date'': u''2017-02-08T01:06:28.000Z''} , 829134266797744128 , 50BillionBFs , (and by OTP I mean lunoct... I hurt myself) , 0
{u''$date'': u''2017-02-08T01:06:28.000Z''} , 829134269138210816 , CDG_x_Fudge , makes me wanna shoot myself knowing u a racist organization that benefit off of our culture , 1
{u''$date'': u''2017-02-08T01:06:29.000Z''} , 829134273173135361 , MoanBrooklyn , I just want to sleep forever. , 2
{u''$date'': u''2017-02-08T01:06:35.000Z''} , 829134296728338434 , jluna56 , Trump is full of threats and insults. Lets end his career. Longest 3 weeks of my life.  Uggggghh , 0
{u''$date'': u''2017-02-08T01:06:35.000Z''} , 829134298204643328 , Healthy_Mind , Love life live long It''s time to back legislation to prevent suicide , 0
{u''$date'': u''2017-02-08T01:06:37.000Z''} , 829134306446553089 , jacksoncodfish , End my fucking life holy SHIT , 1 
{u''$date'': u''2017-02-08T01:06:41.000Z''} , 829134322313539584 , uItsanwoo , Sigh I wanna die , 2
{u''$date'': u''2017-02-08T01:06:47.000Z''} , 829134346716119040 , HarlanIsQueer , Bisexual narcissistic suicidal pretentious artsy piece of shit💕 , 0
{u''$date'': u''2017-02-08T01:06:52.000Z''} , 829134367272423424 , alexandragher , I''m suicidal I love soulmates , 2
{u''$date'': u''2017-02-08T01:06:53.000Z''} , 829134372636913664 , dickslwt , today was horrible n i want to die , 2
{u''$date'': u''2017-02-08T01:06:54.000Z''} , 829134376415948801 , NUT4SAWYER , who wants to end my life for me , 2
{u''$date'': u''2017-02-08T01:06:55.000Z''} , 829134379725185028 , kureahs , I GOT TWO COWLICKS IN MY BANGS I WANNA DIE , 1
{u''$date'': u''2017-02-08T01:06:56.000Z''} , 829134384720523264 , agmsolis_ , Pls do not send me pictures of lemurs if you want me to die of laughter. Pls ; thnx. , 0
{u''$date'': u''2017-02-08T01:06:58.000Z''} , 829134394283536386 , INSPIRESARABBlT , i sluttdroped so shard i hurt myself , 0
{u''$date'': u''2017-02-08T01:07:00.000Z''} , 829134399950168064 , IvoneBarajas , Ready to suicide , 3
{u''$date'': u''2017-02-08T01:07:01.000Z''} , 829134406887538688 , arnoldtimw , R1: A reminder of how fast change comes ; that my learning will never end! Life-long learning is an attitude that T… , 0
{u''$date'': u''2017-02-08T01:07:03.000Z''} , 829134413413892096 , tuhinaronna , Bangladesh is committing suicide by shifting from secularism to Islamisation  via @dailyo_ , 0
{u''$date'': u''2017-02-08T01:07:03.000Z''} , 829134415234203649 , paopurra , I want to die lol , 1
{u''$date'': u''2017-02-08T01:07:06.000Z''} , 829134426823127040 , rd_christianity , Suicidal thoughts. failed my first year of university via /r/Christianity , 3
{u''$date'': u''2017-02-08T01:07:06.000Z''} , 829134428215590914 , _trippinbilliez , I said rice pussy instead of rice pudding to a customer today i want to die , 1
{u''$date'': u''2017-02-08T01:07:07.000Z''} , 829134429675216896 , TheMordagar , Suicide Silence Release ''Silence.'' Fan Backlash Intensifies , 0
{u''$date'': u''2017-02-08T01:07:09.000Z''} , 829134438252556288 , ninjabrians , every time someone reblog s a rly old post from me. especially ones I wish would be forgotten. I get more suicidal , 3
{u''$date'': u''2017-02-08T01:07:10.000Z''} , 829134442782457856 , liezyboy , I''m so nervous for this test I haven''t been to class in two weeks I wanna die why am I so goddamn avoidant :-) , 1
{u''$date'': u''2017-02-08T01:07:11.000Z''} , 829134446196563968 , hobgguk , EVEN IF I SAY ITLL BE ALRIGHT STILL I HEAR YOU SAY YOU WANT TO END YOUR LIFE NOW AND AGAIN WE TRY TO JUST STAY ALIV… , 0
{u''$date'': u''2017-02-08T01:07:12.000Z''} , 829134449610735617 , aviluck2 , Group Drinks ‘Poison’ In Mass Suicide Attempt On Beijing Subway , 0
{u''$date'': u''2017-02-08T01:07:15.000Z''} , 829134462164271104 , K4TBURN , WANNA SEE NIRVANA BUT DON''T WANNA DIE YET , 0
{u''$date'': u''2017-02-08T01:07:17.000Z''} , 829134472465506304 , crzykordei , Brb it was do u dirty I was just listening to personal I want to die , 1
{u''$date'': u''2017-02-08T01:07:20.000Z''} , 829134484574502914 , Abstergo__ , To people who say Please end my life or someone kill me now:  Gladly. , 1
{u''$date'': u''2017-02-08T01:07:21.000Z''} , 829134489418858496 , Ahsietra__ , I want to make myself positively known.....Not because of who I talked toNot because of who I hang withNot because of a fight or argument , 0
{u''$date'': u''2017-02-08T01:07:29.000Z''} , 829134520926531585 , HarlanIsQueer , Bisexual narcissistic suicidal ugly pretentious artsy piece of shit💕 , 0
